facility_name,facility_type_code,facility_type,address,city,zip_code,county,latitude,longitude,trauma_center_flag,fips_county_code,is_primary_care,is_hospital,is_emergency_department_proxy,has_valid_coordinates
1ST CHOICE HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,"22320 FOOTHILL BLVD, SUITE 600",HAYWARD,94541,Alameda,37.67874899,-122.08291,,6001,False,False,False,True
1ST CHOICE HOSPICE CARE,HOSPICE,HOSPICE,"22320 FOOTHILL BLVD, SUITE 605",HAYWARD,94541,Alameda,37.67874899,-122.08291,,6001,False,False,False,True
416 OUTREACH CENTER,COMTYC,PRIMARY CARE CLINIC,416 8TH ST,OAKLAND,94607,Alameda,37.79995884,-122.2729467,,6001,True,False,False,True
A1 PRO HOME HEALTH INC.,HHA,HOME HEALTH AGENCY,14864 WICKS BLVD,SAN LEANDRO,94577,Alameda,37.693125,-122.1628545,,6001,False,False,False,True
A1 PRO HOSPICE CARE,HOSPICE,HOSPICE,14868 WICKS BLVD,SAN LEANDRO,94577,Alameda,37.69273937,-122.1631102,,6001,False,False,False,True
ABSMC - HERRICK CAMPUS D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,2001 DWIGHT WAY,BERKELEY,94704,Alameda,37.864233,-122.268978,,6001,False,True,False,True
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,UNLICEN,OTHER,1601 CLAY ST,OAKLAND,94612,Alameda,37.8066894,-122.2727912,,6001,False,False,False,True
ACCESS TLC HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,1051 N MACLAY AVE,SAN FERNANDO,91340,Alameda,34.29477,-118.4260905,,6001,False,False,False,True
ADELINE STREET RECUPERATIVE CARE,FQHC/COMTYC,PRIMARY CARE CLINIC,2730 ADELINE ST,OAKLAND,94607,Alameda,37.81983698,-122.2823341,,6001,False,False,False,True
ADORE HOME HEALTH CARE LLC,HHA,HOME HEALTH AGENCY,"14895 E 14TH ST, SUITE 485",SAN LEANDRO,94578,Alameda,37.705823,-122.130391,,6001,False,False,False,True
ADVANCED INTERVENTIONAL SURGICAL CENTER,ASC,SURGICAL CLINIC,3077 STEVENSON BLVD,FREMONT,94538,Alameda,37.547604,-121.9726395,,6001,False,False,False,True
"AFFINITY HOSPICE CARE, INC.",HOSPICE,HOSPICE,26234 INDUSTRIAL BLVD,HAYWARD,94545,Alameda,37.634808,-122.111251,,6001,False,False,False,True
AHF HEALTHCARE CENTER - OAKLAND,COMTYC,PRIMARY CARE CLINIC,"400 30TH ST, SUITE 300",OAKLAND,94609,Alameda,37.819278,-122.26482,,6001,True,False,False,True
AHS MOBILE UNIT #1,COMTYC,PRIMARY CARE CLINIC,2000 DOOLITTLE DR,SAN LEANDRO,94577,Alameda,37.706643,-122.179424,,6001,True,False,False,True
AHS MOBILE UNIT #2,COMTYC,PRIMARY CARE CLINIC,1699 W GRAND AVE,OAKLAND,94607,Alameda,37.81699398,-122.292013,,6001,True,False,False,True
AHS SAN LEANDRO DENTAL CLINIC,COMTYC,PRIMARY CARE CLINIC,770 E 14TH ST,SAN LEANDRO,94577,Alameda,37.729521,-122.1590385,,6001,True,False,False,True
AIC HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,"4049 1ST ST, SUITE 229",LIVERMORE,94551,Alameda,37.693044,-121.747788,,6001,False,False,False,True
AIDS PROJECT OF THE EAST BAY,COMTYC,PRIMARY CARE CLINIC,"8400 ENTERPRISE WAY, SUITE 120",OAKLAND,94621,Alameda,37.74429,-122.1946785,,6001,True,False,False,True
AJ HOME HEALTH LLC,HHA,HOME HEALTH AGENCY,"3524 BREAKWATER AVE, SUITE C",HAYWARD,94545,Alameda,37.628766,-122.121072,,6001,False,False,False,True
ALAMEDA COUNTY DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,"10700 MACARTHUR BOULEVARD, BUILDING 7",OAKLAND,94605,Alameda,37.74210892,-122.1511396,,6001,False,False,False,True
ALAMEDA COUNTY HEALTH CARE SERVICES-MOBILE VAN #1,FQHC,PRIMARY CARE CLINIC,15400 FOOTHILL BLVD,SAN LEANDRO,94578,Alameda,37.707795,-122.11884,,6001,True,False,False,True
ALAMEDA COUNTY HEALTH CARE SERVICES-MOBILE VAN #2,FQHC,PRIMARY CARE CLINIC,15400 FOOTHILL BLVD,SAN LEANDRO,94578,Alameda,37.707795,-122.11884,,6001,True,False,False,True
ALAMEDA COUNTY MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,Alameda,37.707795,-122.11884,,6001,False,False,False,True
ALAMEDA ELDER SERVICES,UNLICEN,OTHER,1721 WEBSTER STREET,ALAMEDA,94501,Alameda,37.776879,-122.2768215,,6001,False,False,False,True
ALAMEDA HEALTH SYSTEM BRIDGE CLINIC,FQHC,PRIMARY CARE CLINIC,"1411 E 31ST ST, FLOOR 1, ROOMS 12, 13, 19 OA WING",OAKLAND,94602,Alameda,37.79828801,-122.231684,,6001,True,False,False,True
ALAMEDA HEALTHCARE & WELLNESS CENTER,SNF,SKILLED NURSING FACILITY,430 WILLOW STREET,ALAMEDA,94501,Alameda,37.758681,-122.255028,,6001,False,False,False,True
ALAMEDA HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,94501,Alameda,37.76319,-122.2540155,,6001,False,True,True,True
ALAMEDA HOSPITAL - SOUTHSHORE CONVALESCENT,SNF,SKILLED NURSING FACILITY,625 WILLOW STREET,ALAMEDA,94501,Alameda,37.761858,-122.2540515,,6001,False,False,False,True
ALAMEDA HOSPITAL D/P SNF,SNF,SKILLED NURSING FACILITY,2070 CLINTON AVENUE,ALAMEDA,94501,Alameda,37.76319,-122.2540155,,6001,False,False,False,True
ALERT HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,"11700 DUBLIN BLVD, SUITE 200",DUBLIN,94568,Alameda,37.701018,-121.940667,,6001,False,False,False,True
"ALIGN HOSPICE CARE, INC.",HOSPICE,HOSPICE,"601 S BRAND BLVD, SUITE 308",SAN FERNANDO,91340,Alameda,34.278741,-118.444374,,6001,False,False,False,True
ALL SAINT'S MAUBERT,SNF,SKILLED NURSING FACILITY,15731 MAUBERT AVENUE,SAN LEANDRO,94578,Alameda,37.704519,-122.118741,,6001,False,False,False,True
ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,SNF,SKILLED NURSING FACILITY,1652 MONO AVENUE,SAN LEANDRO,94578,Alameda,37.704429,-122.119479,,6001,False,False,False,True
"ALLEVIATE HOSPICE CARE, INC",HOSPICE,HOSPICE,"11565 LAUREL CANYON BLVD, UNIT 218",SAN FERNANDO,91340,Alameda,34.28006902,-118.455074,,6001,False,False,False,True
ALOHA HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,"777 SOUTHLAND DR, SUITE 247 & 249",HAYWARD,94545,Alameda,37.652094,-122.105817,,6001,False,False,False,True
ALTA BATES SUMMIT MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,350 HAWTHORNE AVENUE,OAKLAND,94609,Alameda,37.81935,-122.2639245,,6001,False,True,True,True
ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,GACH,GENERAL ACUTE CARE HOSPITAL,3100 SUMMIT STREET,OAKLAND,94609,Alameda,37.820232,-122.264154,,6001,False,True,True,True
ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GACH,GENERAL ACUTE CARE HOSPITAL,2450 ASHBY AVENUE,BERKELEY,94705,Alameda,37.855926,-122.257314,,6001,False,True,True,True
ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,GACH,GENERAL ACUTE CARE HOSPITAL,2001 DWIGHT WAY,BERKELEY,94704,Alameda,37.864233,-122.268978,,6001,False,True,True,True
ALZHEIMER'S SERVICES OF THE EAST BAY - BERKELEY,ADHC,ADULT DAY HEALTH CARE,2320 CHANNING WAY,BERKELEY,94704,Alameda,37.866204,-122.262174,,6001,False,False,False,True
AMEDISYS HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,"24301 SOUTHLAND DR, SUITE 411",HAYWARD,94545,Alameda,37.653201,-122.1051825,,6001,False,False,False,True
AMERICAN HEALTHCARE PROFESSIONAL GROUP,HHA,HOME HEALTH AGENCY,"11700 DUBLIN BLVD, SUITE 130",DUBLIN,94568,Alameda,37.70100802,-121.940675,,6001,False,False,False,True
"AMERICAN HOME HEALTH CARE, LLC",HHA,HOME HEALTH AGENCY,"7031 KOLL CENTER PKWY, SUITE 210",PLEASANTON,94566,Alameda,37.660947,-121.900253,,6001,False,False,False,True
AMERICAN HOSPICE AND HOME HEALTH CARE SERVICES INC.,HHA,HOME HEALTH AGENCY,"7031 KOLL CENTER PKWY, SUITE 220",PLEASANTON,94566,Alameda,37.660947,-121.900253,,6001,False,False,False,True
AMERICAN HOSPICE AND HOME HEALTH CARE SERVICES INC.,HOSPICE,HOSPICE,"7031 KOLL CENTER PKWY, SUITE 230",PLEASANTON,94566,Alameda,37.660947,-121.900253,,6001,False,False,False,True
AMERICAN INDIAN HUMAN SERVICES (NAHC),FQHC/COMTYC,PRIMARY CARE CLINIC,3124 INTERNATIONAL BLVD,OAKLAND,94601,Alameda,37.778085,-122.2262865,,6001,False,False,False,True
AMORE HOME HEALTH,HHA,HOME HEALTH AGENCY,"39420 LIBERTY ST, SUITE 155",FREMONT,94538,Alameda,37.54935,-121.978008,,6001,False,False,False,True
"AMORE HOSPICE, INC.",HOSPICE,HOSPICE,"4695 CHABOT DR, SUITE 244",PLEASANTON,94588,Alameda,37.69510502,-121.900392,,6001,False,False,False,True
ANGELA AGUILAR HEAD START,COMTYC,PRIMARY CARE CLINIC,1901 3RD ST,ALAMEDA,94501,Alameda,37.778733,-122.288265,,6001,True,False,False,True
ANGELIKA VOSS-QUINN,UNLICEN,OTHER,1080 CONCANNON BLVD,LIVERMORE,94550,Alameda,37.661103,-121.7822715,,6001,False,False,False,True
"ANGELS HOSPICE, LLC",HOSPICE,HOSPICE,"19830 LAKE CHABOT RD, UNIT B",CASTRO VALLEY,94546,Alameda,37.700145,-122.08743,,6001,False,False,False,True
"ANODYNE HOSPICE CARE, LLC",HOSPICE,HOSPICE,"39111 PASEO PADRE PKWY, SUITE 304",FREMONT,94538,Alameda,37.55288001,-121.98132,,6001,False,False,False,True
APOLLO HOME HEALTHCARE,HHA,HOME HEALTH AGENCY,"7901 STONERIDGE DR, SUITE 505",PLEASANTON,94588,Alameda,37.689957,-121.929948,,6001,False,False,False,True
"ARDENT HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,"1933 DAVIS ST, SUITE 261",SAN LEANDRO,94577,Alameda,37.715994,-122.1791085,,6001,False,False,False,True
AREV HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"11565 LAUREL CANYON BLVD, SUITE 201",SAN FERNANDO,91340,Alameda,34.280064,-118.455147,,6001,False,False,False,True
ARROYO VIEJO EARLY HEAD START,COMTYC,PRIMARY CARE CLINIC,7701 KRAUSE AVE,OAKLAND,94605,Alameda,37.761786,-122.1761835,,6001,True,False,False,True
ASHBY CARE CENTER,SNF,SKILLED NURSING FACILITY,2270 ASHBY AVENUE,BERKELEY,94705,Alameda,37.855566,-122.2618185,,6001,False,False,False,True
ASHLAND FREE MEDICAL CLINIC,FREEC,PRIMARY CARE CLINIC,"50 E LEWELLING BOULEVARD, ROOM S5",SAN LORENZO,94580,Alameda,37.68687,-122.120829,,6001,True,False,False,True
ASIAN HEALTH SERVICE DENTAL CLINIC,COMTYC,PRIMARY CARE CLINIC,"345 9TH STREET, SUITE 302",OAKLAND,94607,Alameda,37.799604,-122.2706835,,6001,True,False,False,True
ASIAN HEALTH SERVICES PEDIATRICS SAN LEANDRO,COMTYC,PRIMARY CARE CLINIC,"101 CALLAN AVE, SUITE 105",SAN LEANDRO,94577,Alameda,37.725777,-122.156073,,6001,True,False,False,True
"ASIAN NETWORK HOSPICE, INC.",HOSPICE,HOSPICE,"212 9TH STREET, SUITE 204",OAKLAND,94607,Alameda,37.798965,-122.267763,,6001,False,False,False,True
"ASIAN NETWORK PACIFIC HOME CARE, INC.",HHA,HOME HEALTH AGENCY,"212 9TH STREET, SUITE 205",OAKLAND,94607,Alameda,37.798965,-122.267763,,6001,False,False,False,True
ASIAN NETWORK PHYSICAL THERAPY AND REHAB.,REHABC/CORF,REHABILITATION CLINIC,821 HARRISON ST,OAKLAND,94607,Alameda,37.79923225,-122.269966,,6001,False,False,False,True
ASPIRE HOME HEALTH,HHA,HOME HEALTH AGENCY,"3524 BREAKWATER AVE, SUITE A-130",HAYWARD,94545,Alameda,37.628862,-122.121132,,6001,False,False,False,True
"ASSURE HOME HEALTH, LLC",HHA,HOME HEALTH AGENCY,"3137 CASTRO VALLEY BLVD, # 215",CASTRO VALLEY,94546,Alameda,37.695258,-122.080617,,6001,False,False,False,True
"AT YOUR SERVICE HOME HEALTH AGENCY, INC",HHA,HOME HEALTH AGENCY,"6300 VILLAGE PKWY, SUITE 200-A",DUBLIN,94568,Alameda,37.704267,-121.9224195,,6001,False,False,False,True
AVATAR HEALTH MONITORING,HHA,HOME HEALTH AGENCY,"3423 INVESTMENT BLVD, SUITE 2 AND 3",HAYWARD,94545,Alameda,37.626129,-122.1188265,,6001,False,False,False,True
AVEANNA HEALTHCARE,HHA,HOME HEALTH AGENCY,"1320 HARBOR BAY PKWY, SUITE 257",ALAMEDA,94502,Alameda,37.723932,-122.2364025,,6001,False,False,False,True
AVONDALE VILLA POST-ACUTE,SNF,SKILLED NURSING FACILITY,788 HOLMES STREET,LIVERMORE,94550,Alameda,37.673028,-121.7797965,,6001,False,False,False,True
AXIOM HOME HEALTHCARE LLC,HHA,HOME HEALTH AGENCY,"6400 VILLAGE PKWY, SUITE 109",DUBLIN,94568,Alameda,37.704593,-121.922774,,6001,False,False,False,True
AXIS COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,4361 RAILROAD AVENUE,PLEASANTON,94566,Alameda,37.66158,-121.874337,,6001,True,False,False,True
AXIS COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,3311 PACIFIC AVENUE,LIVERMORE,94550,Alameda,37.67571,-121.75524,,6001,True,False,False,True
AXIS COMMUNITY HEALTH,COMTYC,PRIMARY CARE CLINIC,"5925 WEST LAS POSITAS BOULEVARD, SUITE 100",PLEASANTON,94588,Alameda,37.683981,-121.8994695,,6001,True,False,False,True
"AXIS COMMUNITY HEALTH, INC.",COMTYC,PRIMARY CARE CLINIC,7212 REGIONAL ST,DUBLIN,94568,Alameda,37.704951,-121.9353075,,6001,True,False,False,True
"AXIS COMMUNITY HEALTH, INC.",FQHC/COMTYC,PRIMARY CARE CLINIC,1686 2ND ST,LIVERMORE,94550,Alameda,37.67914521,-121.7750434,,6001,False,False,False,True
BACH - MOBILE HEALTH CLINIC #6,COMTYC,PRIMARY CARE CLINIC,4949 THORNTON AVE,FREMONT,94536,Alameda,37.549503,-122.022117,,6001,True,False,False,True
BACH - MOBILE HEALTH CLINIC #7,COMTYC,PRIMARY CARE CLINIC,4949 THORNTON AVE,FREMONT,94536,Alameda,37.549503,-122.022117,,6001,True,False,False,True
BACH - MOBILE HEALTH CLINIC #8,COMTYC,PRIMARY CARE CLINIC,4949 THORNTON AVE,FREMONT,94536,Alameda,37.549503,-122.022117,,6001,True,False,False,True
BACH DENTAL MOBILE CLINIC V,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55844,-121.9813875,,6001,True,False,False,True
BACH MOBILE HEALTH #10,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55808802,-121.981346,,6001,True,False,False,True
BACH MOBILE HEALTH #11,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55808802,-121.981346,,6001,True,False,False,True
BACH MOBILE HEALTH #9,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55808802,-121.981346,,6001,True,False,False,True
BACH MOBILE HEALTH CLINIC - CHOMP #2,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55808802,-121.981346,,6001,True,False,False,True
BACH MOBILE HEALTH CLINIC - CHOMP #3,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55808802,-121.981346,,6001,True,False,False,True
BACH MOBILE HEALTH CLINIC IV,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55844,-121.9813875,,6001,True,False,False,True
BACH SCHOOL MOBILE HEALTH CLINIC II,COMTYC,PRIMARY CARE CLINIC,40910 FREMONT BLVD,FREMONT,94538,Alameda,37.534347,-121.960269,,6001,True,False,False,True
BACH SENIOR MOBILE HEALTH CLINIC I,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVE,FREMONT,94538,Alameda,37.55844,-121.9813875,,6001,True,False,False,True
BAHAMA HOME ICF/DDH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,27495 BAHAMA AVENUE,HAYWARD,94545,Alameda,37.626966,-122.101731,,6001,False,False,False,True
BANCROFT HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,1475 BANCROFT AVENUE,SAN LEANDRO,94577,Alameda,37.725435,-122.1475095,,6001,False,False,False,True
BARBARA V. BLAKENEY,UNLICEN,OTHER,"400 29TH ST, SUITE 305",OAKLAND,94609,Alameda,37.818036,-122.265162,,6001,False,False,False,True
BARROW ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2225 BARROW STREET,SAN LEANDRO,94577,Alameda,37.705302,-122.181165,,6001,False,False,False,True
BAY AREA COMMUNITY HEALTH -  IRVINGTON DAVE CLINIC,COMTYC,PRIMARY CARE CLINIC,40910 FREMONT BLVD,FREMONT,94538,Alameda,37.534347,-121.960269,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH - LIBERTY CLINIC,COMTYC,PRIMARY CARE CLINIC,39500 LIBERTY STREET,FREMONT,94538,Alameda,37.548999,-121.977063,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH - MAIN STREET VILLAGE,COMTYC,PRIMARY CARE CLINIC,3607 MAIN STREET,FREMONT,94538,Alameda,37.533987,-121.955229,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH - MOWRY I,COMTYC,PRIMARY CARE CLINIC,"2299 MOWRY AVENUE, SUITE 3B",FREMONT,94538,Alameda,37.556955,-121.982355,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH - MOWRY II,COMTYC,PRIMARY CARE CLINIC,1999 MOWRY AVENUE,FREMONT,94538,Alameda,37.558314,-121.981149,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH - MOWRY III CLINIC,COMTYC,PRIMARY CARE CLINIC,"1860 MOWRY AVE, SUITE 400",FREMONT,94538,Alameda,37.558296,-121.978539,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH IRVINGTON DAVE CLINIC II,COMTYC,PRIMARY CARE CLINIC,40924 FREMONT BLVD,FREMONT,94538,Alameda,37.533798,-121.959936,,6001,True,False,False,True
BAY AREA COMMUNITY HEALTH IRVINGTON DAVE CLINIC II - MEDICAL SERVICES,COMTYC,PRIMARY CARE CLINIC,40930 FREMONT BLVD,FREMONT,94538,Alameda,37.534095,-121.959738,,6001,True,False,False,True
"BAY AREA ENDOSCOPY CENTER, LLC",ASC,SURGICAL CLINIC,"20400 LAKE CHABOT RD, SUITE 201",CASTRO VALLEY,94546,Alameda,37.696401,-122.0864085,,6001,False,False,False,True
BAY AREA HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,1833 10TH AVENUE,OAKLAND,94606,Alameda,37.795338,-122.2459065,,6001,False,False,False,True
BAY MARINA POST ACUTE,SNF,SKILLED NURSING FACILITY,2919 FRUITVALE AVENUE,OAKLAND,94602,Alameda,37.793709,-122.2196355,,6001,False,False,False,True
BAY NATION HOME HEALTH SERVICES INC.,HHA,HOME HEALTH AGENCY,"39675 CEDAR BLVD., SUITE 235",NEWARK,94560,Alameda,37.520109,-121.996404,,6001,False,False,False,True
BAY SURGERY CENTER,ASC,SURGICAL CLINIC,6633 TELEGRAPH AVE,OAKLAND,94609,Alameda,37.85256,-122.2605495,,6001,False,False,False,True
"BAY VIEW REHABILITATION HOSPITAL, LLC",SNF,SKILLED NURSING FACILITY,516 WILLOW STREET,ALAMEDA,94501,Alameda,37.759995,-122.254614,,6001,False,False,False,True
BAYHEALTH DUBLIN LLC,HHA,HOME HEALTH AGENCY,"7027 DUBLIN BLVD, SUITE 100",DUBLIN,94568,Alameda,37.705617,-121.919715,,6001,False,False,False,True
"BAYPOINT HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,"2515 SANTA CLARA AVENUE, SUITE 105",ALAMEDA,94501,Alameda,37.764234,-122.239404,,6001,False,False,False,True
"BAYWELL HEALTH, ALBERT J. THOMAS MEDICAL CLINIC",COMTYC,PRIMARY CARE CLINIC,10615 INTERNATIONAL BLVD,OAKLAND,94603,Alameda,37.738314,-122.166432,,6001,True,False,False,True
"BAYWELL HEALTH, EAST OAKLAND",COMTYC,PRIMARY CARE CLINIC,7450 INTERNATIONAL BOULEVARD,OAKLAND,94621,Alameda,37.75855924,-122.1855825,,6001,True,False,False,True
"BAYWELL HEALTH, WEST OAKLAND",COMTYC,PRIMARY CARE CLINIC,700 ADELINE STREET,OAKLAND,94607,Alameda,37.804275,-122.2873875,,6001,True,False,False,True
"BAYWELL HEALTH, WILLIAM BYRON RUMFORD MEDICAL CLINIC",COMTYC,PRIMARY CARE CLINIC,2960 SACRAMENTO STREET,BERKELEY,94702,Alameda,37.853829,-122.279499,,6001,True,False,False,True
BAYWOOD COURT HEALTH CENTER,SNF,SKILLED NURSING FACILITY,21966 DOLORES STREET,CASTRO VALLEY,94546,Alameda,37.685259,-122.07798,,6001,False,False,False,True
BELLAKEN SKILLED NURSING CENTER,SNF,SKILLED NURSING FACILITY,2780 26TH AVENUE,OAKLAND,94601,Alameda,37.793313,-122.221305,,6001,False,False,False,True
BERKELEY ADDICTION TREATMENT SERVICES,UNLICEN,OTHER,2975 SACRAMENTO ST,BERKELEY,94702,Alameda,37.85382,-122.278752,,6001,False,False,False,True
BERKELEY COMMUNITY HEALTH PROJECT,FREEC,PRIMARY CARE CLINIC,2339 DURANT AVE,BERKELEY,94704,Alameda,37.867734,-122.261787,,6001,True,False,False,True
BERKELEY MENTAL HEALTH SERVICES,UNLICEN,OTHER,2640 MARTIN LUTHER KING JR WAY,BERKELEY,94704,Alameda,37.859949,-122.272083,,6001,False,False,False,True
BERKELEY MENTAL HEALTH SERVICES-COURT PROGRAM,UNLICEN,OTHER,2640 MARTIN LUTHER KING JR WAY,BERKELEY,94704,Alameda,37.859949,-122.272083,,6001,False,False,False,True
BERKELEY PINES SKILLED NURSING CENTER,SNF,SKILLED NURSING FACILITY,2223 ASHBY AVENUE,BERKELEY,94705,Alameda,37.856115,-122.2627455,,6001,False,False,False,True
"BERKELEY PRIMARY CARE ACCESS CLINIC, INC.",COMTYC,PRIMARY CARE CLINIC,"2001 DWIGHT WAY, FLOOR 1",BERKELEY,94704,Alameda,37.864233,-122.268978,,6001,True,False,False,True
BERKELEY SURGERY CENTER,ASC/SURGC,SURGICAL CLINIC,"3100 SAN PABLO AVE, SUITE 180",BERKELEY,94702,Alameda,37.85042202,-122.287572,,6001,False,False,False,True
BERKELEY THERAPY INSTITUTE,COMTYC,PRIMARY CARE CLINIC,1749 MARTIN LUTHER KING JR WAY,BERKELEY,94709,Alameda,37.87443,-122.2731405,,6001,True,False,False,True
BERKELY FREE CLINIC,FREEC,PRIMARY CARE CLINIC,830 UNIVERSITY AVE,BERKELEY,94710,Alameda,37.86782398,-122.297248,,6001,True,False,False,True
"BEST HOME HEALTH PROVIDERS, INC.",HHA,HOME HEALTH AGENCY,26236 INDUSTRIAL BLVD,HAYWARD,94545,Alameda,37.634796,-122.1116535,,6001,False,False,False,True
"BEST HOSPICE PROVIDERS, INC.",HOSPICE,HOSPICE,26238 INDUSTRIAL BLVD,HAYWARD,94545,Alameda,37.634796,-122.1116535,,6001,False,False,False,True
BLC HOMEHEALTH INC,HHA,HOME HEALTH AGENCY,14850 WICKS BLVD,SAN LEANDRO,94577,Alameda,37.693125,-122.1628545,,6001,False,False,False,True
BREATHMOBILE - MOBILE PRIMARY CARE CLINIC,FREEC,PRIMARY CARE CLINIC,920 PERALTA ST,OAKLAND,94607,Alameda,37.808208,-122.2959555,,6001,True,False,False,True
BRIAN PETER QUINN,UNLICEN,OTHER,1080 CONCANNON BLVD,LIVERMORE,94550,Alameda,37.661103,-121.7822715,,6001,False,False,False,True
BRIDGE PALLIATIVE AND HOSPICE CARE INC,HOSPICE,HOSPICE,"1101 MARINA VILLAGE PKWY, SUITE 201, OFFICE 204",ALAMEDA,94501,Alameda,37.784559,-122.27379,,6001,False,False,False,True
BRIDLE ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,3336 BRIDLE DRIVE,HAYWARD,94541,Alameda,37.670418,-122.044491,,6001,False,False,False,True
BRIGHTSTAR CARE,HHA,HOME HEALTH AGENCY,"7080 DONLON WAY, SUITE 220",DUBLIN,94568,Alameda,37.702368,-121.9396815,,6001,False,False,False,True
BRIGHTSTAR CARE OF FREMONT,HHA,HOME HEALTH AGENCY,39666 MISSION BLVD,FREMONT,94539,Alameda,37.560474,-121.9561065,,6001,False,False,False,True
BRISTOL HOSPICE - EAST BAY,HOSPICE,HOSPICE,"5820 STONERIDGE MALL RD, SUITE 209",PLEASANTON,94588,Alameda,37.694016,-121.932432,,6001,False,False,False,True
BUILD HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2110 7TH STREET,BERKELEY,94710,Alameda,37.866447,-122.2963785,,6001,False,False,False,True
CAL SAFE HEAD START,COMTYC,PRIMARY CARE CLINIC,2615 E 15TH ST,OAKLAND,94601,Alameda,37.78206021,-122.2316257,,6001,True,False,False,True
CAL-PEP,FREEC,PRIMARY CARE CLINIC,2811 ADELINE ST,OAKLAND,94608,Alameda,37.820583,-122.2826265,,6001,True,False,False,True
CANYON CREEK POST-ACUTE,SNF,SKILLED NURSING FACILITY,22103 REDWOOD ROAD,CASTRO VALLEY,94546,Alameda,37.686411,-122.0745375,,6001,False,False,False,True
"CARE FIRST HOME HEALTH, LLC",HHA,HOME HEALTH AGENCY,"14895 E 14TH ST, SUITE 300",SAN LEANDRO,94578,Alameda,37.70604,-122.130639,,6001,False,False,False,True
CARE IN TOUCH HOME HEALTH AGENCY,HHA,HOME HEALTH AGENCY,"3340 WALNUT AVE, SUITE 111",FREMONT,94538,Alameda,37.549478,-121.978393,,6001,False,False,False,True
CARE POINT HOSPICE INC,HOSPICE,HOSPICE,"333 HEGENBERGER RD, SUITE 208",OAKLAND,94621,Alameda,37.73538,-122.1988725,,6001,False,False,False,True
CARE1 HOME HEALTH INC,HHA,HOME HEALTH AGENCY,"5994 W LAS POSITAS BLVD, SUITE 105",PLEASANTON,94588,Alameda,37.68119102,-121.902451,,6001,False,False,False,True
"CAREPLUS HOME HEALTH CARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,"6269 SOUTHFRONT RD, SUITE B",LIVERMORE,94551,Alameda,37.708992,-121.7196765,,6001,False,False,False,True
"CAREPLUS HOSPICE SERVICES, INC.",HOSPICE,HOSPICE,6269 SOUTHFRONT ROAD,LIVERMORE,94551,Alameda,37.708992,-121.7196765,,6001,False,False,False,True
